obs,time,deployment,conductivity_millisiemens,driver_timestamp,ingestion_timestamp,internal_timestamp,port_timestamp,preferred_timestamp,pressure,raw_time_microseconds,raw_time_seconds,temp,dpc_ctd_seawater_conductivity,practical_salinity,density,pressure_qc_executed,pressure_qc_results,temp_qc_executed,temp_qc_results,conductivity_millisiemens_qc_executed,conductivity_millisiemens_qc_results,dpc_ctd_seawater_conductivity_qc_executed,dpc_ctd_seawater_conductivity_qc_results,density_qc_executed,density_qc_results,practical_salinity_qc_executed,practical_salinity_qc_results,lat,lon
"('0',)",3658694690.36,2,33.3146018982,3724598943.65,3724598943.68,3658694690.36,0.0,internal_timestamp,550.159973145,355756,1449705890,5.42780017853,3.33146018982,34.1128267509,1029.46488997,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('1',)",3658694701.35,2,33.3097000122,3724598943.65,3724598943.68,3658694701.35,0.0,internal_timestamp,549.630004883,352842,1449705901,5.4201002121,3.33097000122,34.11530061,1029.46542339,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('2',)",3658694712.35,2,33.3170013428,3724598943.65,3724598943.68,3658694712.35,0.0,internal_timestamp,549.109985352,353518,1449705912,5.4310002327,3.33170013428,34.1128415507,1029.45966223,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('3',)",3658694723.35,2,33.317199707,3724598943.65,3724598943.68,3658694723.35,0.0,internal_timestamp,548.530029297,353226,1449705923,5.43170022964,3.3317199707,34.1126472864,1029.45675615,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('4',)",3658694734.35,2,33.3120002747,3724598943.65,3724598943.68,3658694734.35,0.0,internal_timestamp,547.969970703,349746,1449705934,5.42350006104,3.33120002747,34.1153035685,1029.45736121,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('5',)",3658694745.36,2,33.3160018921,3724598943.65,3724598943.68,3658694745.36,0.0,internal_timestamp,547.33001709,358892,1449705945,5.42990016937,3.33160018921,34.113700983,1029.45231837,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('6',)",3658694756.36,2,33.3126983643,3724598943.65,3724598943.68,3658694756.36,0.0,internal_timestamp,546.679992676,358696,1449705956,5.42579984665,3.33126983643,34.1144124497,1029.45043752,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('7',)",3658694767.36,2,33.3102989197,3724598943.65,3724598943.68,3658694767.36,0.0,internal_timestamp,545.880004883,356683,1449705967,5.42320013046,3.33102989197,34.1147092819,1029.4473438,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('8',)",3658694778.35,2,33.3212013245,3724598943.65,3724598943.68,3658694778.35,0.0,internal_timestamp,545.150024414,353554,1449705978,5.43830013275,3.33212013245,34.1122034497,1029.4400286,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('9',)",3658694789.36,2,33.320400238,3724598943.65,3724598943.68,3658694789.36,0.0,internal_timestamp,544.599975586,360196,1449705989,5.43839979172,3.3320400238,34.1114646573,1029.43690991,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('10',)",3658694800.36,2,33.3194999695,3724598943.65,3724598943.68,3658694800.36,0.0,internal_timestamp,544.030029297,357112,1449706000,5.43629980087,3.33194999695,34.1128472384,1029.43566125,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('11',)",3658694811.36,2,33.3246002197,3724598943.65,3724598943.68,3658694811.36,0.0,internal_timestamp,543.400024414,363195,1449706011,5.4439997673,3.33246002197,34.1111750192,1029.43043726,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('12',)",3658694822.36,2,33.3334007263,3724598943.65,3724598943.68,3658694822.36,0.0,internal_timestamp,542.809997559,360980,1449706022,5.45550012589,3.33334007263,34.1098483961,1029.42516644,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('13',)",3658694833.37,2,33.3490982056,3724598943.65,3724598943.69,3658694833.37,0.0,internal_timestamp,542.299987793,369201,1449706033,5.47650003433,3.33490982056,34.106720039,1029.41758575,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('14',)",3658694844.37,2,33.3651008606,3724598943.65,3724598943.69,3658694844.37,0.0,internal_timestamp,541.859985352,367713,1449706044,5.49779987335,3.33651008606,34.1035998513,1029.41028878,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('15',)",3658694855.37,2,33.3651008606,3724598943.65,3724598943.69,3658694855.37,0.0,internal_timestamp,541.479980469,365331,1449706055,5.49749994278,3.33651008606,34.1040911734,1029.40897246,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('16',)",3658694866.37,2,33.3698997498,3724598943.65,3724598943.69,3658694866.37,0.0,internal_timestamp,541.130004883,365255,1449706066,5.50409984589,3.33698997498,34.1030487326,1029.40567116,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('17',)",3658694877.37,2,33.373500824,3724598943.65,3724598943.69,3658694877.37,0.0,internal_timestamp,540.950012207,372486,1449706077,5.50850009918,3.3373500824,34.1027831918,1029.40405285,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('18',)",3658694888.37,2,33.3727989197,3724598943.65,3724598943.69,3658694888.37,0.0,internal_timestamp,540.859985352,370100,1449706088,5.50729990005,3.33727989197,34.1032428539,1029.40416114,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('19',)",3658694899.37,2,33.3695983887,3724598943.65,3724598943.69,3658694899.37,0.0,internal_timestamp,540.690002441,368489,1449706099,5.50269985199,3.33695983887,34.1043385035,1029.40485439,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('20',)",3658694910.38,2,33.371799469,3724598943.65,3724598943.69,3658694910.38,0.0,internal_timestamp,540.41998291,376461,1449706110,5.50600004196,3.3371799469,34.1036388085,1029.40262717,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('21',)",3658694921.37,2,33.3726997375,3724598943.65,3724598943.69,3658694921.37,0.0,internal_timestamp,540.159973145,373363,1449706121,5.5064997673,3.33726997375,34.1042852377,1029.4018774,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('22',)",3658694932.37,2,33.3723983765,3724598943.65,3724598943.69,3658694932.37,0.0,internal_timestamp,539.840026855,372889,1449706132,5.50699996948,3.33723983765,34.1035965285,1029.3998011,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('23',)",3658694943.37,2,33.3721008301,3724598943.65,3724598943.69,3658694943.37,0.0,internal_timestamp,539.530029297,373547,1449706143,5.50729990005,3.33721008301,34.1031094748,1029.39795581,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('24',)",3658694954.38,2,33.3720016479,3724598943.65,3724598943.69,3658694954.38,0.0,internal_timestamp,539.520019531,381908,1449706154,5.5064997673,3.33720016479,34.1038098381,1029.39856759,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('25',)",3658694965.38,2,33.3708992004,3724598943.65,3724598943.69,3658694965.38,0.0,internal_timestamp,539.400024414,381376,1449706165,5.50540018082,3.33708992004,34.1037279921,1029.39809852,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('26',)",3658694976.38,2,33.3786010742,3724598943.65,3724598943.69,3658694976.38,0.0,internal_timestamp,539.119995117,378988,1449706176,5.51569986343,3.33786010742,34.1022104716,1029.39425281,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('27',)",3658694987.38,2,33.3837013245,3724598943.65,3724598943.69,3658694987.38,0.0,internal_timestamp,538.760009766,375233,1449706187,5.52309989929,3.33837013245,34.1007069241,1029.3904354,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('28',)",3658694998.38,2,33.386100769,3724598943.65,3724598943.69,3658694998.38,0.0,internal_timestamp,538.280029297,384593,1449706198,5.52619981766,3.3386100769,34.100538563,1029.38768976,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('29',)",3658695009.38,2,33.3877983093,3724598943.65,3724598943.69,3658695009.38,0.0,internal_timestamp,537.609985352,381407,1449706209,5.5282998085,3.33877983093,34.1006771382,1029.38444683,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('30',)",3658695020.38,2,33.3959007263,3724598943.65,3724598943.69,3658695020.38,0.0,internal_timestamp,537.08001709,378921,1449706220,5.54010009766,3.33959007263,34.0982228647,1029.37851573,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('31',)",3658695031.39,2,33.3955001831,3724598943.65,3724598943.69,3658695031.39,0.0,internal_timestamp,537.099975586,386279,1449706231,5.53849983215,3.33955001831,34.09937356,1029.37972613,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('32',)",3658695042.39,2,33.4099006653,3724598943.65,3724598943.69,3658695042.39,0.0,internal_timestamp,536.66998291,385889,1449706242,5.55760002136,3.34099006653,34.0966471202,1029.37306708,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('33',)",3658695053.38,2,33.4147987366,3724598943.65,3724598943.69,3658695053.38,0.0,internal_timestamp,536.0,384624,1449706253,5.56479978561,3.34147987366,34.0952695233,1029.36795138,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('34',)",3658695064.38,2,33.420501709,3724598943.65,3724598943.69,3658695064.38,0.0,internal_timestamp,535.33001709,382742,1449706264,5.57299995422,3.3420501709,34.093795375,1029.36262604,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('35',)",3658695075.38,2,33.4201011658,3724598943.65,3724598943.69,3658695075.38,0.0,internal_timestamp,534.840026855,382858,1449706275,5.57210016251,3.34201011658,34.094491292,1029.36104685,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('36',)",3658695086.39,2,33.42029953,3724598943.65,3724598943.69,3658695086.39,0.0,internal_timestamp,534.41998291,392704,1449706286,5.57240009308,3.342029953,34.094621514,1029.35918316,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('37',)",3658695097.39,2,33.422000885,3724598943.65,3724598943.69,3658695097.39,0.0,internal_timestamp,534.340026855,391675,1449706297,5.57499980927,3.3422000885,34.0939676625,1029.35795534,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('38',)",3658695103.39,2,33.4229011536,3724598943.67,3724598943.69,3658695103.39,0.0,internal_timestamp,534.33001709,393229,1449706303,5.57569980621,3.34229011536,34.0942870718,1029.35806771,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('39',)",3658695141.33,2,33.4225006104,3724598943.67,3724598943.69,3658695141.33,0.0,internal_timestamp,535.179992676,326793,1449706341,5.5748000145,3.34225006104,34.0943199334,1029.36211132,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('40',)",3658695152.32,2,33.413898468,3724598943.67,3724598943.69,3658695152.32,0.0,internal_timestamp,537.700012207,323859,1449706352,5.56080007553,3.3413898468,34.0974420752,1029.37799083,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('41',)",3658695163.33,2,33.3809013367,3724598943.67,3724598943.69,3658695163.33,0.0,internal_timestamp,540.570007324,330717,1449706363,5.51389980316,3.33809013367,34.1059206693,1029.40406446,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('42',)",3658695174.34,2,33.361000061,3724598943.67,3724598943.69,3658695174.34,0.0,internal_timestamp,543.530029297,342799,1449706374,5.48680019379,3.3361000061,34.109225249,1029.42383741,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('43',)",3658695185.33,2,33.3363990784,3724598943.67,3724598943.69,3658695185.33,0.0,internal_timestamp,546.460021973,334475,1449706385,5.45289993286,3.33363990784,34.1140742018,1029.44558341,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('44',)",3658695196.33,2,33.3179016113,3724598943.67,3724598943.69,3658695196.33,0.0,internal_timestamp,549.41998291,331212,1449706396,5.42770004272,3.33179016113,34.1170495159,1029.46483472,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('45',)",3658695207.34,2,33.3059005737,3724598943.67,3724598943.69,3658695207.34,0.0,internal_timestamp,552.390014648,339068,1449706407,5.41039991379,3.33059005737,34.1194190596,1029.48260945,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('46',)",3658695218.34,2,33.2197990417,3724598943.67,3724598943.69,3658695218.34,0.0,internal_timestamp,555.380004883,335799,1449706418,5.29169988632,3.32197990417,34.1400299571,1029.5281527,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('47',)",3658695229.34,2,33.167098999,3724598943.67,3724598943.7,3658695229.34,0.0,internal_timestamp,558.340026855,344126,1449706429,5.22090005875,3.3167098999,34.1501947717,1029.55898085,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('48',)",3658695240.34,2,33.148399353,3724598943.67,3724598943.7,3658695240.34,0.0,internal_timestamp,561.349975586,344086,1449706440,5.19910001755,3.3148399353,34.1494433755,1029.57504092,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('49',)",3658695251.34,2,33.0728988647,3724598943.67,3724598943.7,3658695251.34,0.0,internal_timestamp,564.270019531,341914,1449706451,5.09660005569,3.30728988647,34.1657216169,1029.61453946,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('50',)",3658695262.34,2,33.0625991821,3724598943.67,3724598943.7,3658695262.34,0.0,internal_timestamp,567.150024414,339956,1449706462,5.08339977264,3.30625991821,34.1658993485,1029.62960892,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('51',)",3658695273.35,2,33.0387992859,3724598943.67,3724598943.7,3658695273.35,0.0,internal_timestamp,570.049987793,350529,1449706473,5.05140018463,3.30387992859,34.1697144793,1029.65005391,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('52',)",3658695284.34,2,33.0303001404,3724598943.67,3724598943.7,3658695284.34,0.0,internal_timestamp,572.440002441,336226,1449706484,5.04129981995,3.30303001404,34.1690436023,1029.66180187,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('53',)",3658695294.35,2,33.0261001587,3724598943.67,3724598943.7,3658695294.35,0.0,internal_timestamp,572.469970703,346952,1449706494,5.03509998322,3.30261001587,34.1705214248,1029.6639007,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('54',)",3658701676.26,2,33.0404014587,3724598943.72,3724598943.81,3658701676.26,0.0,internal_timestamp,574.650024414,261301,1449712876,5.05730009079,3.30404014587,34.1632354891,1029.6653184,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('55',)",3658701687.27,2,33.0410995483,3724598943.72,3724598943.81,3658701687.27,0.0,internal_timestamp,573.010009766,266249,1449712887,5.05910015106,3.30410995483,34.1630259986,1029.65738823,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('56',)",3658701698.26,2,33.0447006226,3724598943.72,3724598943.81,3658701698.26,0.0,internal_timestamp,571.140014648,261838,1449712898,5.06529998779,3.30447006226,34.1617839034,1029.64702147,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('57',)",3658701709.27,2,33.0444984436,3724598943.72,3724598943.81,3658701709.27,0.0,internal_timestamp,569.390014648,270634,1449712909,5.06589984894,3.30444984436,34.1618184025,1029.63893249,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('58',)",3658701720.27,2,33.0447006226,3724598943.72,3724598943.81,3658701720.27,0.0,internal_timestamp,567.900024414,266720,1449712920,5.06669998169,3.30447006226,34.1619829227,1029.63211451,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('59',)",3658701731.27,2,33.0490989685,3724598943.72,3724598943.81,3658701731.27,0.0,internal_timestamp,566.5,272839,1449712931,5.0748000145,3.30490989685,34.1594853269,1029.62267208,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('60',)",3658701742.27,2,33.0619010925,3724598943.72,3724598943.81,3658701742.27,0.0,internal_timestamp,564.909973145,268063,1449712942,5.09460020065,3.30619010925,34.1548164226,1029.60913851,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('61',)",3658701753.27,2,33.0578994751,3724598943.72,3724598943.81,3658701753.27,0.0,internal_timestamp,563.299987793,273654,1449712953,5.08879995346,3.30578994751,34.1569362746,1029.60416069,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('62',)",3658701764.28,2,33.0550003052,3724598943.72,3724598943.82,3658701764.28,0.0,internal_timestamp,561.880004883,277570,1449712964,5.08599996567,3.30550003052,34.1571716761,1029.5981831,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('63',)",3658701775.28,2,33.0754013062,3724598943.72,3724598943.82,3658701775.28,0.0,internal_timestamp,560.700012207,282526,1449712975,5.1142001152,3.30754013062,34.1524656897,1029.58542111,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('64',)",3658701786.28,2,33.087600708,3724598943.72,3724598943.82,3658701786.28,0.0,internal_timestamp,559.429992676,277216,1449712986,5.13180017471,3.3087600708,34.1491842577,1029.5747304,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('65',)",3658701797.27,2,33.0866012573,3724598943.72,3724598943.82,3658701797.27,0.0,internal_timestamp,558.289978027,273032,1449712997,5.13009977341,3.30866012573,34.1503392441,1029.57062384,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('66',)",3658701808.28,2,33.1085014343,3724598943.72,3724598943.82,3658701808.28,0.0,internal_timestamp,557.109985352,280571,1449713008,5.17409992218,3.31085014343,34.1312897312,1029.54450115,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('67',)",3658701819.28,2,33.1263008118,3724598943.72,3724598943.82,3658701819.28,0.0,internal_timestamp,555.960021973,277060,1449713019,5.16949987411,3.31263008118,34.1569266462,1029.56002489,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('68',)",3658701830.28,2,33.1503982544,3724598943.72,3724598943.82,3658701830.28,0.0,internal_timestamp,554.510009766,282279,1449713030,5.21649980545,3.31503982544,34.1374736011,1029.53193969,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('69',)",3658701841.28,2,33.1548995972,3724598943.72,3724598943.82,3658701841.28,0.0,internal_timestamp,553.039978027,276766,1449713041,5.22130012512,3.31548995972,34.1384824198,1029.52536127,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('70',)",3658701852.28,2,33.1529006958,3724598943.72,3724598943.82,3658701852.28,0.0,internal_timestamp,551.700012207,284981,1449713052,5.2188000679,3.31529006958,34.1394044912,1029.52025948,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('71',)",3658701863.28,2,33.1497001648,3724598943.72,3724598943.82,3658701863.28,0.0,internal_timestamp,550.179992676,281527,1449713063,5.21519994736,3.31497001648,34.1401593334,1029.51434135,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('72',)",3658701874.29,2,33.1561012268,3724598943.72,3724598943.82,3658701874.29,0.0,internal_timestamp,548.700012207,290829,1449713074,5.22489976883,3.31561012268,34.1383703331,1029.50487599,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('73',)",3658701885.29,2,33.157699585,3724598943.72,3724598943.82,3658701885.29,0.0,internal_timestamp,547.429992676,285521,1449713085,5.22709989548,3.3157699585,34.1385990559,1029.49893838,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('74',)",3658701896.29,2,33.1537017822,3724598943.72,3724598943.82,3658701896.29,0.0,internal_timestamp,546.190002441,291981,1449713096,5.22189998627,3.31537017822,34.1399269523,1029.49496517,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('75',)",3658701907.29,2,33.1562995911,3724598943.72,3724598943.82,3658701907.29,0.0,internal_timestamp,544.659973145,290034,1449713107,5.22590017319,3.31562995911,34.1396008867,1029.48716245,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('76',)",3658701918.29,2,33.157699585,3724598943.72,3724598943.82,3658701918.29,0.0,internal_timestamp,542.91998291,288683,1449713118,5.22930002213,3.3157699585,34.1386194452,1029.47795658,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('77',)",3658701929.3,2,33.157699585,3724598943.72,3724598943.82,3658701929.3,0.0,internal_timestamp,541.239990234,303888,1449713129,5.2295999527,3.3157699585,34.1391548913,1029.47062387,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('78',)",3658701940.28,2,33.1636009216,3724598943.72,3724598943.82,3658701940.28,0.0,internal_timestamp,539.530029297,284832,1449713140,5.23869991302,3.31636009216,34.1375182297,1029.4602998,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('79',)",3658701951.29,2,33.1664009094,3724598943.72,3724598943.82,3658701951.29,0.0,internal_timestamp,537.979980469,292279,1449713151,5.24329996109,3.31664009094,34.1368242758,1029.45203679,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('80',)",3658701962.3,2,33.1641998291,3724598943.72,3724598943.82,3658701962.3,0.0,internal_timestamp,536.58001709,300173,1449713162,5.23999977112,3.31641998291,34.1383583121,1029.44724408,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('81',)",3658701973.3,2,33.1615982056,3724598943.72,3724598943.82,3658701973.3,0.0,internal_timestamp,535.039978027,295663,1449713173,5.2376999855,3.31615982056,34.1384887488,1029.44057137,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('82',)",3658701984.29,2,33.1773986816,3724598943.72,3724598943.82,3658701984.29,0.0,internal_timestamp,533.619995117,292718,1449713184,5.25969982147,3.31773986816,34.1349278415,1029.42838838,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('83',)",3658701995.3,2,33.1761016846,3724598943.72,3724598943.82,3658701995.3,0.0,internal_timestamp,532.369995117,298695,1449713195,5.25769996643,3.31761016846,34.1361002497,1029.42383083,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('84',)",3658702006.29,2,33.1757011414,3724598943.72,3724598943.82,3658702006.29,0.0,internal_timestamp,531.25,294959,1449713206,5.25780010223,3.31757011414,34.136100759,1029.41867392,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('85',)",3658702017.29,2,33.1762008667,3724598943.72,3724598943.82,3658702017.29,0.0,internal_timestamp,530.280029297,291105,1449713217,5.25880002975,3.31762008667,34.1361419337,1029.41412132,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('86',)",3658702028.3,2,33.2083015442,3724598943.72,3724598943.82,3658702028.3,0.0,internal_timestamp,529.280029297,297744,1449713228,5.30359983444,3.32083015442,34.1278571999,1029.39717592,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('87',)",3658702039.29,2,33.2212982178,3724598943.72,3724598943.82,3658702039.29,0.0,internal_timestamp,528.219970703,294229,1449713239,5.320499897,3.32212982178,34.1260851155,1029.38870966,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('88',)",3658702050.3,2,33.2411994934,3724598943.72,3724598943.82,3658702050.3,0.0,internal_timestamp,527.390014648,299915,1449713250,5.34779977798,3.32411994934,34.1215333226,1029.37774919,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('89',)",3658702061.3,2,33.2453994751,3724598943.72,3724598943.82,3658702061.3,0.0,internal_timestamp,526.630004883,295767,1449713261,5.35279989243,3.32453994751,34.1216354897,1029.37368687,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('90',)",3658702072.3,2,33.2515983582,3724598943.72,3724598943.82,3658702072.3,0.0,internal_timestamp,525.909973145,302381,1449713272,5.36070013046,3.32515983582,34.1210583687,1029.36889356,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('91',)",3658702083.31,2,33.253200531,3724598943.72,3724598943.82,3658702083.31,0.0,internal_timestamp,525.190002441,306996,1449713283,5.36320018768,3.3253200531,34.1207112209,1029.36498744,29,29,29,29,1,0,29,13,29,29,29,29,44.36829,-124.9528
"('92',)",3658702094.3,2,33.2579994202,3724598943.72,3724598943.82,3658702094.3,0.0,internal_timestamp,524.460021973,301553,1449713294,5.36969995499,3.32579994202,34.1199614618,1029.36019503,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('93',)",3658702105.31,2,33.2643013,3724598943.72,3724598943.82,3658702105.31,0.0,internal_timestamp,523.729980469,307902,1449713305,5.37839984894,3.32643013,34.1186962324,1029.35470796,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('94',)",3658702116.31,2,33.2649002075,3724598943.72,3724598943.82,3658702116.31,0.0,internal_timestamp,522.909973145,305753,1449713316,5.37919998169,3.32649002075,34.1189770768,1029.35105967,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('95',)",3658702127.3,2,33.2657012939,3724598943.72,3724598943.82,3658702127.3,0.0,internal_timestamp,522.020019531,301455,1449713327,5.38030004501,3.32657012939,34.119219436,1029.34702062,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('96',)",3658702138.31,2,33.268699646,3724598943.72,3724598943.82,3658702138.31,0.0,internal_timestamp,521.020019531,307861,1449713338,5.38469982147,3.3268699646,34.1186788034,1029.34142745,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('97',)",3658702149.31,2,33.2709999084,3724598943.72,3724598943.86,3658702149.31,0.0,internal_timestamp,519.900024414,306577,1449713349,5.38780021667,3.32709999084,34.1187182908,1029.33591045,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('98',)",3658702160.31,2,33.28099823,3724598943.72,3724598943.86,3658702160.31,0.0,internal_timestamp,518.75,311516,1449713360,5.40199995041,3.328099823,34.1163040564,1029.32686856,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('99',)",3658702171.31,2,33.3154983521,3724598943.72,3724598943.86,3658702171.31,0.0,internal_timestamp,517.539978027,307415,1449713371,5.4498000145,3.33154983521,34.1078108501,1029.30834818,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('100',)",3658702182.31,2,33.3255004883,3724598943.72,3724598943.86,3658702182.31,0.0,internal_timestamp,516.309997559,314929,1449713382,5.46260023117,3.33255004883,34.106854946,1029.30026551,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('101',)",3658702193.31,2,33.3336982727,3724598943.72,3724598943.86,3658702193.31,0.0,internal_timestamp,515.010009766,308970,1449713393,5.47359991074,3.33336982727,34.1057018559,1029.29194208,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('102',)",3658702204.32,2,33.3431015015,3724598943.72,3724598943.86,3658702204.32,0.0,internal_timestamp,513.780029297,316028,1449713404,5.4861998558,3.33431015015,34.1042661579,1029.28350567,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
"('103',)",3658702215.31,2,33.3614997864,3724598943.72,3724598943.86,3658702215.31,0.0,internal_timestamp,512.590026855,311410,1449713415,5.51049995422,3.33614997864,34.1012075163,1029.27242921,29,29,29,29,1,0,29,29,29,29,29,29,44.36829,-124.9528
